text,tag
среднего → среднюю,agrgender
школа → школу,gov
[MASK] → то,conj
должны → должен,agrnum
"что ты хочешь , → , что ты хочешь",wo
потому что как High School ? → .,cs
маленькая → начальная,lex
среднего → средняя,agrcase
High → старшая школа,cs
"School → ,",cs
– → [MASK],syntax
вот → [MASK],lex
это → [MASK],ref
легко → легкий,brev
писать → письма,lex
читать → чтения,lex
проблемы → проблема,num
трудный → трудная,agrgender
[MASK] → в,prep
[MASK] → раза,lex
[MASK] → на,prep
испанский → испанском,agrcase
– → [MASK],syntax
это → [MASK],lex
[MASK] → на,prep
итальянский → итальянском,agrcase
", → [MASK]",syntax
чем → в,conj
системы → системе,num
глагол → глагола,gov
что → [MASK],conj
для → [MASK],prep
трудно → трудный,brev
"как две kind , → [MASK]",lex
вот → [MASK],lex
это → [MASK],ref
начинаться → начинать,infl
языка → [MASK],lex
языка → языков,num
это → они,ref
трудно → трудные,brev
год → года,gov
как → [MASK],conj
для → [MASK],prep
нам → нас,gov
консонант → консонанта,nominative
консонант → консонанта,nominative
консонант → консонанты,agrnum
По-итальянски → В итальянском,hyphen+ins
с → в,prep
по-итальянски → в итальянском,hyphen+ins
делать → сделать,asp
"[MASK] → ,",syntax
использовать → использовав,ortho
как → [MASK],conj
другой → другое,agrgender
времени → время,gov
один глагол → одного глагола,gov
ты → тебе,gov
Путина → Путин,ortho
этот → это,ref
в → на,prep
улица → улицу,gov
[MASK] → провести,lex
демонстрация → демострацию,lex
[MASK] → угодить,lex
[MASK] → в,prep
полиция → полицию,gov
"[MASK] → ,",syntax
как → какая,conj
этом → этой,ref
систем → системе,num
[MASK] → искать,lex
вовремя → время,lex
[MASK] → учёбы,lex
", → [MASK]",syntax
есть → [MASK],aux
", → [MASK]",syntax
да → [MASK],lex
"[MASK] → ,",syntax
понимает → понять,asp
что → какая,conj
жизнь здесь → здесь жизнь,wo
Румыния → Румынии,gov
первого → первый,misspell
один → некотором,lex
язык → языке,gov
слушать → звучал,lex
славянский → по-славянски,hyphen+del
[MASK] → климат,lex
нет → не,lex
"[MASK] → ,",syntax
[MASK] → минус,lex
"четыре , двадцать → четыре-двадцать",hyphen+del
минус → [MASK],lex
"в лето , → [MASK]",lex
красивый → красиво,brev
озере → озер,num
город → городе,gov
[MASK] → мне,ref
в → на,prep
"[MASK] → ,",syntax
купить → покупать,lex
всё → весь,agrgender
одиннадцать → одиннадцати,agrcase
не можешь → нельзя,syntax
"это очень другой , → [MASK]",lex
[MASK] → очень разные,lex
изучал → учился,lex
это → этот,ref
изучал → учился,lex
[MASK] → в,prep
бакалавриат → бакалавриате,gov
"[MASK] → ,",syntax
месте → мест,num
"куда → , которые",syntax
идут → сходить,lex
концерте → концерт,gov
[MASK] → -,syntax
в → на,prep
в → на,prep
иду → еду,lex
[MASK] → там,lex
вместе → [MASK],lex
классический → классическую,agrgender
"музык , музыка , → [MASK]",lex
тоже → также,lex
в → на,prep
гобой → гобое,gov
классический → классическую,agrgender
в → на,prep
дискотека → дискотеку,gov
"[MASK] → ,",syntax
об музыку → под,syntax
"ди-джей → диджеев ,",syntax
по моему → по-моему,hyphen+del
"важный → важно ,",brev
ди-джей → диджеи,num
можно → могу,lex
с → о,prep
"[MASK] → ,",syntax
[MASK] → тогда,lex
знает → знаешь,agrpers
люди → лучше,com
я → [MASK],ref
говорю → [MASK],lex
